grader_type,sigma,rbf_score,accuracy,spearman
accuracy_60pct,0.7,78.60377954423953,0.71,0.7487105743905863
correlation_70pct,0.7,60.028706944921254,0.44,0.6686585805966538
correlation_60pct,0.7,46.9829675478141,0.29,0.5071642860136285
accuracy_80pct,0.7,87.21669054667764,0.86,0.7621421975750432
accuracy_70pct,0.7,80.50830432273929,0.75,0.7079112363428859
accuracy_60pct,0.7,72.60968641138203,0.67,0.5586186836859461
correlation_70pct,0.7,58.78315688528524,0.42,0.6910931349232201
correlation_60pct,0.7,53.242033328954555,0.35,0.5904675819201626
accuracy_80pct,0.7,89.63844305940503,0.86,0.866504930575531
accuracy_70pct,0.7,81.117152739609,0.77,0.7436801684721052
accuracy_60pct,0.7,72.90577333971441,0.68,0.5713079275612649
correlation_70pct,0.7,53.275587692122905,0.35,0.5844145524958105
correlation_60pct,0.7,51.619361001701165,0.33,0.5294080621345175
accuracy_80pct,0.7,90.27789264942797,0.87,0.8352283209825464
accuracy_70pct,0.7,83.37917203550609,0.8,0.7025459452800682
accuracy_60pct,0.7,75.51166840419826,0.71,0.6140327744305267
correlation_70pct,0.7,62.01172435820785,0.46,0.6876851048868035
correlation_60pct,0.7,50.245089383905054,0.33,0.4443550161592466
accuracy_80pct,0.7,87.03265061630043,0.83,0.8298197289072178
accuracy_70pct,0.7,82.72294526389899,0.79,0.6997804333806559
accuracy_60pct,0.7,74.55914946150028,0.69,0.5626085668764286
correlation_70pct,0.7,63.29082878101221,0.48,0.7054333047575392
correlation_60pct,0.7,54.44274773835132,0.39,0.5435448439091684
accuracy_80pct,0.7,91.14917101008248,0.9,0.8422933317704084
accuracy_70pct,0.7,78.18151376224519,0.73,0.6219436559948075
accuracy_60pct,0.7,75.34420041264674,0.68,0.6309973678180242
correlation_70pct,0.7,63.53922949046948,0.5,0.6298992037045862
correlation_60pct,0.7,57.91971592073119,0.45,0.5354525468625834
accuracy_80pct,0.7,90.2779952708072,0.87,0.8685807857888482
accuracy_70pct,0.7,80.5083043227393,0.75,0.7231645718084303
accuracy_60pct,0.7,75.01751231116111,0.68,0.6905145912824437
correlation_70pct,0.7,51.652915364869514,0.33,0.5800776702076593
correlation_60pct,0.7,53.81722476127669,0.37,0.5077457871739234
accuracy_80pct,0.7,89.95120454794235,0.87,0.8793325453877917
accuracy_70pct,0.7,82.10302080271684,0.79,0.7330934701843876
accuracy_60pct,0.7,74.37510953112307,0.66,0.5386827110050864
correlation_70pct,0.7,60.96424346327659,0.46,0.5625154108247662
correlation_60pct,0.7,51.47661020921352,0.36,0.45185133819163675
accuracy_80pct,0.7,89.54317324303402,0.88,0.7530641661700014
accuracy_70pct,0.7,80.19839340283784,0.75,0.6686801637933106
accuracy_60pct,0.7,79.42726906463969,0.75,0.6421076067210104
correlation_70pct,0.7,62.01172435820785,0.46,0.613975464328014
correlation_60pct,0.7,52.588451883224835,0.35,0.5643336951603852
accuracy_80pct,0.7,89.67199742257337,0.86,0.8962386633575042
accuracy_70pct,0.7,80.47739528544834,0.76,0.7007948110153003
accuracy_60pct,0.7,74.54247490129535,0.69,0.5301296219211817
correlation_70pct,0.7,53.73608680061247,0.38,0.4950213353868558
correlation_60pct,0.7,48.65322347256337,0.3,0.4669171727425942
accuracy_80pct,0.7,88.67210012513797,0.85,0.8691111610640645
accuracy_70pct,0.7,79.36565623281626,0.77,0.6445976504183929
accuracy_60pct,0.7,76.57287066931936,0.7,0.5935085595618689
correlation_70pct,0.7,58.110050310714726,0.41,0.5831166616494278
correlation_60pct,0.7,49.37391364462977,0.3,0.5434375254357356
accuracy_80pct,0.7,86.0326506974858,0.82,0.7643471499661613
accuracy_70pct,0.7,82.44373813853001,0.78,0.7485050958074561
accuracy_60pct,0.7,70.34746187272647,0.64,0.5739237103468258
correlation_70pct,0.7,60.63745274041173,0.46,0.6287539485186298
correlation_60pct,0.7,48.343209931282686,0.3,0.48007305443715886
accuracy_80pct,0.7,87.62441398744825,0.85,0.8155243955178346
accuracy_70pct,0.7,82.52497872057347,0.77,0.8227135855357172
accuracy_60pct,0.7,76.21547877330126,0.71,0.6309287748382698
correlation_70pct,0.7,51.30659951316385,0.32,0.5901690764412431
correlation_60pct,0.7,53.92916913785262,0.35,0.6009963258871622
accuracy_80pct,0.7,87.67210020632336,0.84,0.7824106931360474
accuracy_70pct,0.7,84.47423652793324,0.79,0.7680326631498476
accuracy_60pct,0.7,71.67425251440595,0.65,0.5094867878231525
correlation_70pct,0.7,56.568515944125565,0.38,0.6334030940805663
correlation_60pct,0.7,53.83400194286085,0.37,0.5114826034314848
accuracy_80pct,0.7,88.31175503910478,0.85,0.862907303237723
accuracy_70pct,0.7,80.13403262375779,0.76,0.7693301757874642
accuracy_60pct,0.7,71.26632383087686,0.66,0.591989256265211
correlation_70pct,0.7,54.16079266572571,0.37,0.5981096281881946
correlation_60pct,0.7,58.7496025221169,0.42,0.6762818556262852
accuracy_80pct,0.7,86.64149911435551,0.84,0.8139766502471659
accuracy_70pct,0.7,81.39635986497798,0.78,0.6821451709822379
accuracy_60pct,0.7,73.36403356799603,0.67,0.625203613716172
correlation_70pct,0.7,60.73261993540349,0.44,0.6361592700060587
correlation_60pct,0.7,57.00095658396003,0.43,0.5668128791537456
accuracy_80pct,0.7,86.27820083830721,0.83,0.7331036472937728
accuracy_70pct,0.7,82.49417230466175,0.78,0.8165216035849971
accuracy_60pct,0.7,74.90281998732857,0.69,0.6051364388377671
correlation_70pct,0.7,62.60094502485752,0.47,0.642398078800038
correlation_60pct,0.7,50.3094501629851,0.32,0.5690231063780566
accuracy_80pct,0.7,86.34551480740237,0.83,0.7967512102857552
accuracy_70pct,0.7,81.72304796646361,0.78,0.6722946836009311
accuracy_60pct,0.7,78.24607978408372,0.72,0.6271814225209124
correlation_70pct,0.7,65.2738461942988,0.5,0.7067546710007118
correlation_60pct,0.7,52.11616242061571,0.37,0.4193826644209277
accuracy_80pct,0.7,85.01882678710213,0.82,0.7982142732611178
accuracy_70pct,0.7,82.00215247045334,0.79,0.6646361696441424
accuracy_60pct,0.7,77.57582377814907,0.72,0.676360648516508
correlation_70pct,0.7,57.39210808590495,0.42,0.5901280602929209
correlation_60pct,0.7,55.45667427011425,0.39,0.567736657672272
accuracy_80pct,0.7,88.24739426002472,0.86,0.826583553197648
accuracy_70pct,0.7,81.08359837644066,0.77,0.7027741874246912
accuracy_60pct,0.7,73.04842151082283,0.65,0.6334458226170321
correlation_70pct,0.7,62.913706513394835,0.48,0.6607603886595792
correlation_60pct,0.7,49.591507938175326,0.33,0.5459937578053151
accuracy_80pct,0.7,86.01862146315827,0.83,0.7986838591515526
accuracy_70pct,0.7,82.14775383157685,0.77,0.7472257899121195
accuracy_60pct,0.7,72.60978903276128,0.67,0.5225858056174773
correlation_70pct,0.7,56.350921650580005,0.35,0.6478979819290005
correlation_60pct,0.7,55.861855006386705,0.37,0.5752605018850906
accuracy_80pct,0.7,84.65848170106892,0.82,0.7672105095394842
accuracy_70pct,0.7,79.44414886760309,0.75,0.6178378355887651
accuracy_60pct,0.7,75.01761493254035,0.68,0.6654396911026396
correlation_70pct,0.7,65.55305331966778,0.51,0.66614373577725
correlation_60pct,0.7,53.42607325933177,0.38,0.4893650585517011
accuracy_80pct,0.7,89.27809797337183,0.86,0.8444182090285769
accuracy_70pct,0.7,83.7537515986253,0.79,0.7948690955485408
accuracy_60pct,0.7,77.91654111396225,0.71,0.6593563090437291
correlation_70pct,0.7,49.65312076999876,0.31,0.5521148970274333
correlation_60pct,0.7,52.39526692460544,0.38,0.5018419084388229
accuracy_80pct,0.7,90.62156317525623,0.87,0.860005585402017
accuracy_70pct,0.7,79.14806193927072,0.74,0.619212929830367
accuracy_60pct,0.7,78.6400818546645,0.72,0.7628868231031405
correlation_70pct,0.7,52.30649681059923,0.33,0.5284540885446677
correlation_60pct,0.7,48.30965556811434,0.3,0.5169993399274995
accuracy_80pct,0.7,87.99889092918824,0.84,0.7844721855661414
accuracy_70pct,0.7,81.14785653414147,0.76,0.7110986377567936
accuracy_60pct,0.7,73.3612856207394,0.66,0.5854591056949683
correlation_70pct,0.7,57.58244247588848,0.38,0.6392221930457249
correlation_60pct,0.7,58.1268274922989,0.41,0.6110845606854777
accuracy_80pct,0.7,87.96818713465575,0.85,0.8071180678003402
accuracy_70pct,0.7,84.08043970011094,0.79,0.6759801615970225
accuracy_60pct,0.7,77.82127129759124,0.73,0.5993703537578181
correlation_70pct,0.7,56.61609954162144,0.37,0.6495568079693125
correlation_60pct,0.7,55.87863218797087,0.37,0.5429142820945166
accuracy_80pct,0.7,84.26447963048814,0.82,0.6758193850361617
accuracy_70pct,0.7,80.14806185808533,0.75,0.6933878534391346
accuracy_60pct,0.7,73.13454629895166,0.69,0.47365482650681623
correlation_70pct,0.7,61.68493363534299,0.46,0.6851328987921773
correlation_60pct,0.7,54.42586793538791,0.39,0.46937920181797843
accuracy_80pct,0.7,87.28094870437846,0.85,0.7690976230391763
accuracy_70pct,0.7,85.13077116367805,0.8,0.8041563687578693
accuracy_60pct,0.7,77.57572115676984,0.72,0.6181850884648009
correlation_70pct,0.7,57.5348588783926,0.39,0.6344213622746333
correlation_60pct,0.7,58.0623640918396,0.42,0.5617601343903532
accuracy_80pct,0.7,90.63834035684042,0.87,0.8963235060881013
accuracy_70pct,0.7,80.73982522923315,0.77,0.6726028919909078
accuracy_60pct,0.7,76.88583740061516,0.71,0.6253409039158094
correlation_70pct,0.7,63.19566158602045,0.5,0.6881362750708309
correlation_60pct,0.7,53.4401024936593,0.37,0.493570155982535
accuracy_80pct,0.7,89.86986134451963,0.88,0.7915116513562668
accuracy_70pct,0.7,78.49448049354099,0.74,0.6434020825796675
accuracy_60pct,0.7,79.67556715271773,0.77,0.5718986547237014
correlation_70pct,0.7,63.29082878101221,0.48,0.6970200960745382
correlation_60pct,0.7,52.14411826789154,0.35,0.45764798208350904
accuracy_80pct,0.7,88.2780980545572,0.85,0.7881070556637387
accuracy_70pct,0.7,81.41038909930552,0.77,0.6614372607091498
accuracy_60pct,0.7,74.75243704149892,0.66,0.7084661130426496
correlation_70pct,0.7,58.1268274922989,0.41,0.6095760900153692
correlation_60pct,0.7,55.60715983732311,0.42,0.44820017207475277
accuracy_80pct,0.7,88.60773934605794,0.86,0.854092028172774
accuracy_70pct,0.7,80.08370107900528,0.76,0.677639986278489
accuracy_60pct,0.7,75.21262828585078,0.69,0.5476944584049277
correlation_70pct,0.7,59.20511480314187,0.4,0.7039496642540086
correlation_60pct,0.7,52.16099807085496,0.35,0.505911373386401
accuracy_80pct,0.7,89.27799535199259,0.86,0.8322161863801101
accuracy_70pct,0.7,80.83784299286079,0.76,0.7565206834024556
accuracy_60pct,0.7,77.95518492597441,0.76,0.5659112699069168
correlation_70pct,0.7,60.10984490558548,0.43,0.724887671211233
correlation_60pct,0.7,45.93548665288284,0.29,0.4030314646835722
accuracy_80pct,0.7,87.6413964117909,0.85,0.8469962670330649
accuracy_70pct,0.7,81.50830424155392,0.76,0.7817124059230337
accuracy_60pct,0.7,72.52854845071782,0.68,0.5396602011331185
correlation_70pct,0.7,58.76637970370108,0.42,0.6872462655006537
correlation_60pct,0.7,48.39578035624315,0.34,0.40680985543442394
accuracy_80pct,0.7,88.60773934605794,0.86,0.863340910482219
accuracy_70pct,0.7,82.8209630275266,0.78,0.840190521602906
accuracy_60pct,0.7,72.91980257404195,0.67,0.5505594375308516
correlation_70pct,0.7,53.057993398577345,0.32,0.6225553682688083
correlation_60pct,0.7,52.5688241330048,0.34,0.5431051185961362
accuracy_80pct,0.7,90.65511753842458,0.87,0.8868437984061847
accuracy_70pct,0.7,83.08339297131143,0.79,0.7361677113058761
accuracy_60pct,0.7,72.8720137337876,0.68,0.42069853760318093
correlation_70pct,0.7,57.14370737644769,0.4,0.5440880212077003
correlation_60pct,0.7,55.76943575865157,0.4,0.560787100636226
accuracy_80pct,0.7,85.60784221099331,0.83,0.7049013980055132
accuracy_70pct,0.7,81.65868718738355,0.79,0.6410505975895825
accuracy_60pct,0.7,76.42767979371278,0.72,0.569922081200164
correlation_70pct,0.7,61.0929650214367,0.44,0.7135308047204445
correlation_60pct,0.7,52.7865210479296,0.37,0.5175317149305884
accuracy_80pct,0.7,90.54317316184864,0.89,0.846096576851328
accuracy_70pct,0.7,78.91918635865424,0.73,0.7076226351364869
accuracy_60pct,0.7,74.54522284855197,0.7,0.5632600566903532
correlation_70pct,0.7,58.126827492298894,0.41,0.5841834507846599
correlation_60pct,0.7,56.800139471998655,0.4,0.570186765111291
accuracy_80pct,0.7,85.59401821942424,0.84,0.7480192408478048
accuracy_70pct,0.7,85.39320110746286,0.81,0.7951381259288879
accuracy_60pct,0.7,74.42564631863407,0.66,0.7077063456799478
correlation_70pct,0.7,59.3170591797178,0.38,0.7243680128905394
correlation_60pct,0.7,56.392108167090335,0.41,0.5613285004054525
accuracy_80pct,0.7,86.65827629593969,0.84,0.8209012322875066
accuracy_70pct,0.7,81.18141089730982,0.76,0.7345829755143444
accuracy_60pct,0.7,73.65726992769254,0.67,0.5782396481914648
correlation_70pct,0.7,54.17756984730988,0.37,0.54887631368849
correlation_60pct,0.7,53.657594165825635,0.4,0.4586820652544989
accuracy_80pct,0.7,87.93453015010817,0.85,0.7894416188204102
accuracy_70pct,0.7,81.7061681635002,0.78,0.6558841651661247
accuracy_60pct,0.7,72.59575979843373,0.68,0.6082506402106839
correlation_70pct,0.7,58.358451020171984,0.43,0.6213364746491925
correlation_60pct,0.7,55.81701935614745,0.39,0.5939998891684571
accuracy_80pct,0.7,87.83661500785979,0.86,0.7545512329247275
accuracy_70pct,0.7,84.7367690930973,0.8,0.7653878955703001
accuracy_60pct,0.7,76.62351007820958,0.7,0.7122569605842364
correlation_70pct,0.7,56.48737798346133,0.39,0.6633920396453686
correlation_60pct,0.7,51.099385320216925,0.36,0.45232160379865455
accuracy_80pct,0.7,93.54011710689815,0.91,0.9171970771400908
accuracy_70pct,0.7,83.00225501064719,0.8,0.6804057756386767
accuracy_60pct,0.7,74.29682213909471,0.68,0.6046425329053418
correlation_70pct,0.7,54.19159908163742,0.36,0.5076409523323111
correlation_60pct,0.7,50.429129314282264,0.36,0.3697975936308498
accuracy_80pct,0.7,84.34561759115238,0.81,0.7074554330622124
accuracy_70pct,0.7,82.44384075990924,0.78,0.7326478128714838
accuracy_60pct,0.7,74.01761501372575,0.67,0.5357665801572511
correlation_70pct,0.7,63.8827973949185,0.5,0.6194780897806762
correlation_60pct,0.7,56.52093234662968,0.39,0.6134845813534594
accuracy_80pct,0.7,87.68898000928678,0.84,0.8343500417727646
accuracy_70pct,0.7,80.67566969291157,0.78,0.6666116436279426
accuracy_60pct,0.7,73.31380464462273,0.67,0.6379962756288943
correlation_70pct,0.7,55.50425786761013,0.38,0.6083426452982349
correlation_60pct,0.7,51.275793097252134,0.33,0.4708095622013579
accuracy_80pct,0.7,86.93473547405203,0.84,0.7693438646366517
accuracy_70pct,0.7,77.80744730602217,0.74,0.6519204368844929
accuracy_60pct,0.7,72.91980257404195,0.67,0.5264165467576893
correlation_70pct,0.7,60.38905203095447,0.44,0.6664574323657008
correlation_60pct,0.7,51.29257027883631,0.33,0.5669705887905158
accuracy_80pct,0.7,87.4097728839178,0.83,0.8804248252527711
accuracy_70pct,0.7,81.04983877051384,0.77,0.6032625045288683
accuracy_60pct,0.7,75.87201349023147,0.71,0.5934380320645682
correlation_70pct,0.7,58.470395396747925,0.41,0.6386463144618391
correlation_60pct,0.7,52.24213603151918,0.34,0.4210735028830357
accuracy_80pct,0.7,90.23041167331132,0.88,0.8340735111239281
accuracy_70pct,0.7,75.82432727135634,0.72,0.5522815177978964
accuracy_60pct,0.7,70.81995657809408,0.62,0.604386386442474
correlation_70pct,0.7,61.028604242356636,0.45,0.6050634226157524
correlation_60pct,0.7,55.19149637907281,0.37,0.5789104504198228
accuracy_80pct,0.7,88.90372365301107,0.87,0.7869751432463203
accuracy_70pct,0.7,81.6922415505519,0.79,0.6077670957567287
accuracy_60pct,0.7,77.7353517522209,0.69,0.7162207294911639
correlation_70pct,0.7,60.34146843345858,0.45,0.5967614756537117
correlation_60pct,0.7,48.588862693483314,0.31,0.39879218443137054
accuracy_80pct,0.7,86.67230553026722,0.83,0.8005753726128897
accuracy_70pct,0.7,82.77042624001564,0.78,0.728248062738627
accuracy_60pct,0.7,74.54522284855199,0.7,0.5999112022033145
correlation_70pct,0.7,58.783156885285244,0.42,0.6781014941989026
correlation_60pct,0.7,53.91239195626845,0.35,0.5633754552711668
accuracy_80pct,0.7,89.31165233654016,0.86,0.8721081706841708
accuracy_70pct,0.7,79.41334245169139,0.76,0.6600304178301455
accuracy_60pct,0.7,73.70485352518841,0.66,0.6274038604005094
correlation_70pct,0.7,53.242033328954555,0.35,0.5651156974888888
correlation_60pct,0.7,44.99995013452751,0.27,0.41834206463002455
accuracy_80pct,0.7,87.31175512029017,0.84,0.8186393792923173
accuracy_70pct,0.7,83.64180722204937,0.81,0.7790614139849645
accuracy_60pct,0.7,75.80459689975706,0.71,0.5820314323376741
correlation_70pct,0.7,55.99831133926803,0.41,0.5774110665535922
correlation_60pct,0.7,46.54148450111668,0.3,0.48555981416521193
accuracy_80pct,0.7,86.62472193277134,0.84,0.7894304568721406
accuracy_70pct,0.7,78.74003063436238,0.75,0.5839682511371564
accuracy_60pct,0.7,74.24618273020451,0.68,0.48215053309352635
correlation_70pct,0.7,61.48411652338161,0.43,0.7003321384930061
correlation_60pct,0.7,56.800139471998655,0.4,0.5351809197165237
accuracy_80pct,0.7,91.24708615233087,0.89,0.9000541831028589
accuracy_70pct,0.7,79.47475004075633,0.74,0.5994594509164655
accuracy_60pct,0.7,76.88594002199437,0.71,0.6004663058866538
correlation_70pct,0.7,57.50405246248088,0.4,0.6407208173766643
correlation_60pct,0.7,59.277210356943144,0.45,0.5771679476679658
accuracy_80pct,0.7,85.68898017165755,0.82,0.7685452265579533
accuracy_70pct,0.7,78.08655181001191,0.75,0.670953014813384
accuracy_60pct,0.7,77.58975039109737,0.71,0.6663486268453757
correlation_70pct,0.7,53.24203332895456,0.35,0.6219826927581685
correlation_60pct,0.7,55.03196840500099,0.4,0.5013755697055571
accuracy_80pct,0.7,87.31165249891093,0.84,0.7556733152439689
accuracy_70pct,0.7,79.2290972785557,0.73,0.6451491176044022
accuracy_60pct,0.7,74.18202719388292,0.69,0.48773039826707915
correlation_70pct,0.7,54.28951422388583,0.35,0.5360413616992253
correlation_60pct,0.7,51.83420734799009,0.35,0.4979783900042939
accuracy_80pct,0.7,87.21394259942102,0.85,0.6906087802177417
accuracy_70pct,0.7,83.41008107279704,0.79,0.7110325948574537
accuracy_60pct,0.7,74.01771763510499,0.67,0.6125396939015681
correlation_70pct,0.7,61.07618783985252,0.44,0.6550089398106866
correlation_60pct,0.7,50.77888905695837,0.29,0.46113753245860817
accuracy_80pct,0.7,86.75344349093145,0.82,0.8164363156113073
accuracy_70pct,0.7,88.55730517992619,0.86,0.6902619844088447
accuracy_60pct,0.7,76.21558139468048,0.71,0.5346439585407093
correlation_70pct,0.7,58.45361821516376,0.41,0.600377476163835
correlation_60pct,0.7,56.534961580957216,0.38,0.6592061260436837
accuracy_80pct,0.7,87.93463277148741,0.85,0.7951225533142884
accuracy_70pct,0.7,82.39615454103412,0.79,0.7298540183364347
accuracy_60pct,0.7,75.91949446634811,0.7,0.6180776246547176
correlation_70pct,0.7,53.867556306029186,0.37,0.6113316264856056
correlation_60pct,0.7,54.00126469165389,0.4,0.5071173140464358
accuracy_80pct,0.7,85.31470847267603,0.83,0.7904809503608701
accuracy_70pct,0.7,83.14775375039147,0.78,0.8138988214570176
accuracy_60pct,0.7,74.34450835796984,0.67,0.6846436292583598
correlation_70pct,0.7,53.63318483089948,0.34,0.6255900473969801
correlation_60pct,0.7,44.097967979340524,0.25,0.4531612135039543
accuracy_80pct,0.7,87.62176866157087,0.84,0.7681181688569501
accuracy_70pct,0.7,83.7229451827136,0.8,0.7730900293572367
accuracy_60pct,0.7,75.9055678533998,0.71,0.6766279158978075
correlation_70pct,0.7,61.684933635343,0.46,0.6748114299573802
correlation_60pct,0.7,52.099385239031534,0.37,0.5018186694334725
accuracy_80pct,0.7,86.64139649297627,0.84,0.7192398734155043
accuracy_70pct,0.7,83.34582291509622,0.8,0.6730564632458039
accuracy_60pct,0.7,79.31033786059915,0.72,0.7052825926949978
correlation_70pct,0.7,57.83084318534575,0.4,0.5782591792080712
correlation_60pct,0.7,51.85098452957427,0.35,0.5212970741009929
