simulation,grader_type,linear_score,accuracy,spearman
577,accuracy_80pct,92.5,0.87,0.6915628385746938
577,accuracy_70pct,90.0,0.77,0.6358139527403183
577,accuracy_60pct,87.0,0.69,0.5541753572931273
577,correlation_70pct,83.75,0.46,0.6751491343540599
577,correlation_60pct,76.5,0.27,0.4677421759155485
578,accuracy_80pct,93.25,0.84,0.7816652207030439
578,accuracy_70pct,90.25,0.75,0.7494762430072711
578,accuracy_60pct,84.5,0.65,0.534947377656879
578,correlation_70pct,81.0,0.43,0.6065414984875673
578,correlation_60pct,80.5,0.42,0.5667881939131962
579,accuracy_80pct,94.25,0.86,0.8643470855106332
579,accuracy_70pct,88.75,0.76,0.6942236781689634
579,accuracy_60pct,86.75,0.7,0.6260906479333859
579,correlation_70pct,83.5,0.47,0.696054446006624
579,correlation_60pct,78.0,0.35,0.5641655021071081
580,accuracy_80pct,93.25,0.86,0.7778122351229195
580,accuracy_70pct,93.0,0.81,0.7698338661996563
580,accuracy_60pct,88.5,0.68,0.6861421799885006
580,correlation_70pct,85.75,0.5,0.69684436910709
580,correlation_60pct,78.75,0.37,0.37969555422017437
581,accuracy_80pct,94.0,0.87,0.7830209191249724
581,accuracy_70pct,92.0,0.81,0.7476707566471259
581,accuracy_60pct,84.25,0.67,0.4823956057527532
581,correlation_70pct,84.0,0.45,0.6955165548255119
581,correlation_60pct,78.75,0.35,0.5051481924196591
582,accuracy_80pct,95.25,0.87,0.8847181993134619
582,accuracy_70pct,89.75,0.74,0.7162351721636048
582,accuracy_60pct,86.5,0.66,0.6238287020186537
582,correlation_70pct,80.25,0.4,0.6012643627716454
582,correlation_60pct,77.0,0.36,0.44588843534959693
583,accuracy_80pct,94.5,0.85,0.8259069589844968
583,accuracy_70pct,90.75,0.8,0.6847624199302891
583,accuracy_60pct,88.25,0.74,0.5782070405530993
583,correlation_70pct,81.0,0.37,0.5627704368177203
583,correlation_60pct,81.75,0.4,0.5474361019907329
584,accuracy_80pct,91.5,0.81,0.7557211973939247
584,accuracy_70pct,90.5,0.77,0.6881873862743453
584,accuracy_60pct,85.25,0.68,0.524354791933444
584,correlation_70pct,82.25,0.45,0.5724016242266333
584,correlation_60pct,79.25,0.37,0.5816723776339272
585,accuracy_80pct,93.25,0.82,0.837506724769324
585,accuracy_70pct,90.25,0.77,0.7425142032815085
585,accuracy_60pct,86.25,0.67,0.6385650336787864
585,correlation_70pct,78.75,0.42,0.5210555640766695
585,correlation_60pct,78.5,0.38,0.5365854941841393
586,accuracy_80pct,92.75,0.82,0.8184315625462725
586,accuracy_70pct,90.75,0.76,0.7557646118117414
586,accuracy_60pct,87.25,0.68,0.5631937929730847
586,correlation_70pct,80.5,0.39,0.5901457637331066
586,correlation_60pct,77.25,0.31,0.5080258708063994
587,accuracy_80pct,91.5,0.83,0.7477823738659526
587,accuracy_70pct,88.75,0.73,0.7376445845893782
587,accuracy_60pct,83.5,0.66,0.4978754224964152
587,correlation_70pct,82.25,0.44,0.7014582022080021
587,correlation_60pct,79.25,0.32,0.6195948636536698
588,accuracy_80pct,93.25,0.84,0.7663629952840507
588,accuracy_70pct,91.75,0.77,0.7609392936035306
588,accuracy_60pct,86.25,0.69,0.5186584353553534
588,correlation_70pct,81.25,0.43,0.6592572683501138
588,correlation_60pct,77.25,0.35,0.4406526430414649
589,accuracy_80pct,92.25,0.85,0.692174655589793
589,accuracy_70pct,89.25,0.75,0.6540402542102174
589,accuracy_60pct,88.5,0.72,0.6297383444697765
589,correlation_70pct,86.25,0.56,0.6804674123028676
589,correlation_60pct,80.75,0.39,0.5469365228802591
590,accuracy_80pct,92.0,0.83,0.7434783994134367
590,accuracy_70pct,90.0,0.78,0.701905515860878
590,accuracy_60pct,86.0,0.68,0.5973435364928735
590,correlation_70pct,79.5,0.35,0.5799640376342456
590,correlation_60pct,78.5,0.36,0.5376444797007063
591,accuracy_80pct,92.75,0.84,0.8029851833126216
591,accuracy_70pct,91.25,0.79,0.7460702169840358
591,accuracy_60pct,87.25,0.7,0.6712413896948833
591,correlation_70pct,82.5,0.46,0.6803625540743218
591,correlation_60pct,79.75,0.37,0.5949378554778745
592,accuracy_80pct,96.25,0.86,0.9276747216936228
592,accuracy_70pct,92.0,0.84,0.6953973201631893
592,accuracy_60pct,88.0,0.71,0.6124155657875178
592,correlation_70pct,81.75,0.4,0.5639657035654663
592,correlation_60pct,78.5,0.34,0.47002517291229956
593,accuracy_80pct,91.5,0.82,0.7214226656250119
593,accuracy_70pct,92.75,0.83,0.7908013340011402
593,accuracy_60pct,85.0,0.67,0.549417700959578
593,correlation_70pct,83.5,0.47,0.6130409893237949
593,correlation_60pct,80.25,0.39,0.5756029445788312
594,accuracy_80pct,93.0,0.85,0.7594320786741331
594,accuracy_70pct,91.5,0.76,0.7535545751822987
594,accuracy_60pct,86.75,0.67,0.6302591407726377
594,correlation_70pct,84.25,0.41,0.7040775596402965
594,correlation_60pct,79.5,0.32,0.5276994290186833
595,accuracy_80pct,93.75,0.85,0.8160447403121491
595,accuracy_70pct,91.25,0.81,0.7017989444883239
595,accuracy_60pct,88.25,0.71,0.6044193963011194
595,correlation_70pct,83.75,0.44,0.6451017619030189
595,correlation_60pct,80.75,0.36,0.6197901625122164
596,accuracy_80pct,91.75,0.84,0.7529542931240256
596,accuracy_70pct,89.25,0.73,0.7497665361707794
596,accuracy_60pct,86.25,0.68,0.6174042838802981
596,correlation_70pct,79.25,0.36,0.5562719494681267
596,correlation_60pct,79.75,0.36,0.6055525044797304
597,accuracy_80pct,93.25,0.85,0.8096189789613851
597,accuracy_70pct,87.5,0.78,0.533759907241146
597,accuracy_60pct,86.0,0.68,0.5824572729897097
597,correlation_70pct,79.5,0.39,0.5600317580994324
597,correlation_60pct,78.5,0.34,0.5950945524803308
598,accuracy_80pct,93.5,0.83,0.8318771688517838
598,accuracy_70pct,91.75,0.74,0.8139166597666416
598,accuracy_60pct,87.0,0.72,0.6159903780104904
598,correlation_70pct,83.75,0.45,0.6857104397183285
598,correlation_60pct,79.5,0.38,0.5128260085714507
599,accuracy_80pct,92.75,0.82,0.7803933635363363
599,accuracy_70pct,92.75,0.79,0.8226113808286095
599,accuracy_60pct,86.5,0.67,0.6296572724263104
599,correlation_70pct,80.75,0.37,0.5655804276902848
599,correlation_60pct,78.75,0.37,0.4772800353530821
600,accuracy_80pct,91.75,0.83,0.7334287439885315
600,accuracy_70pct,88.5,0.76,0.6434708785622447
600,accuracy_60pct,86.5,0.67,0.6200081381305511
600,correlation_70pct,81.75,0.4,0.6364478511816253
600,correlation_60pct,79.75,0.38,0.5324922357099829
601,accuracy_80pct,95.5,0.86,0.8707149340180901
601,accuracy_70pct,88.75,0.75,0.6271707841918528
601,accuracy_60pct,88.0,0.68,0.6318080297446882
601,correlation_70pct,85.0,0.47,0.6910746209591749
601,correlation_60pct,79.5,0.39,0.5149670749133545
602,accuracy_80pct,91.5,0.81,0.7271164945431919
602,accuracy_70pct,89.5,0.75,0.6579259503765454
602,accuracy_60pct,86.5,0.68,0.6300064695052093
602,correlation_70pct,81.75,0.44,0.6219665801332263
602,correlation_60pct,78.75,0.36,0.5073862490502161
603,accuracy_80pct,92.5,0.82,0.7732481827270592
603,accuracy_70pct,91.0,0.77,0.7221275797943253
603,accuracy_60pct,89.25,0.69,0.7196072384854549
603,correlation_70pct,80.75,0.38,0.6207825760849606
603,correlation_60pct,78.0,0.32,0.5649797161768416
604,accuracy_80pct,92.75,0.83,0.740304754084449
604,accuracy_70pct,92.5,0.8,0.7876655653926093
604,accuracy_60pct,89.75,0.72,0.7218073147311401
604,correlation_70pct,82.25,0.44,0.5701214348001811
604,correlation_60pct,77.25,0.35,0.43947415234224013
605,accuracy_80pct,93.75,0.86,0.7794429692200978
605,accuracy_70pct,91.75,0.77,0.764658318944015
605,accuracy_60pct,86.0,0.66,0.5109382762422594
605,correlation_70pct,84.25,0.43,0.6852852625049439
605,correlation_60pct,79.5,0.31,0.537466477554881
606,accuracy_80pct,93.75,0.84,0.8285675798113618
606,accuracy_70pct,92.75,0.81,0.8101891824865546
606,accuracy_60pct,87.0,0.7,0.6073390345547339
606,correlation_70pct,82.75,0.45,0.6164801445948868
606,correlation_60pct,79.0,0.35,0.5632963342444809
607,accuracy_80pct,92.25,0.83,0.7602515889642961
607,accuracy_70pct,88.75,0.75,0.6306462640103728
607,accuracy_60pct,85.5,0.7,0.5783709041972939
607,correlation_70pct,78.5,0.33,0.5167504236574545
607,correlation_60pct,80.25,0.39,0.5452261645057438
608,accuracy_80pct,92.5,0.84,0.7837777945701883
608,accuracy_70pct,90.25,0.76,0.720451742834119
608,accuracy_60pct,89.25,0.7,0.7311192218422139
608,correlation_70pct,81.5,0.41,0.561334966538963
608,correlation_60pct,80.0,0.4,0.5469210864874254
609,accuracy_80pct,94.5,0.88,0.8089030677952972
609,accuracy_70pct,91.75,0.8,0.7525028555906007
609,accuracy_60pct,85.75,0.67,0.5600532651964379
609,correlation_70pct,82.0,0.45,0.5511230460622477
609,correlation_60pct,78.5,0.29,0.5717311217095333
610,accuracy_80pct,92.0,0.82,0.771385765857721
610,accuracy_70pct,87.25,0.74,0.5953436602154012
610,accuracy_60pct,85.5,0.69,0.55918398512375
610,correlation_70pct,81.5,0.37,0.6493081677571718
610,correlation_60pct,82.0,0.4,0.6385355647069458
611,accuracy_80pct,93.0,0.83,0.7852740235081039
611,accuracy_70pct,91.75,0.8,0.7104093011496591
611,accuracy_60pct,88.25,0.72,0.6100290115960982
611,correlation_70pct,82.0,0.39,0.6126552032446463
611,correlation_60pct,80.0,0.35,0.5454079644064902
612,accuracy_80pct,93.0,0.84,0.7899581287235566
612,accuracy_70pct,89.5,0.76,0.6694088933538921
612,accuracy_60pct,86.25,0.71,0.5356062392816608
612,correlation_70pct,81.25,0.39,0.5332125912016127
612,correlation_60pct,79.75,0.4,0.5295404017189186
613,accuracy_80pct,92.75,0.84,0.7784168432838159
613,accuracy_70pct,91.0,0.79,0.7172512746156772
613,accuracy_60pct,86.5,0.68,0.5951952516358089
613,correlation_70pct,83.0,0.43,0.6343225959000979
613,correlation_60pct,78.25,0.35,0.4572613131768502
614,accuracy_80pct,93.25,0.82,0.830042904804832
614,accuracy_70pct,88.0,0.72,0.6309233607218091
614,accuracy_60pct,86.75,0.72,0.5605096147007728
614,correlation_70pct,80.25,0.39,0.5801243574656797
614,correlation_60pct,77.25,0.35,0.432427504197902
615,accuracy_80pct,93.25,0.84,0.7996630572437854
615,accuracy_70pct,88.0,0.75,0.6130855458544625
615,accuracy_60pct,87.25,0.73,0.6370217490357926
615,correlation_70pct,78.5,0.32,0.5309907638211937
615,correlation_60pct,81.25,0.39,0.5586624892734712
616,accuracy_80pct,93.75,0.86,0.7991433762787497
616,accuracy_70pct,89.25,0.76,0.6735412645603952
616,accuracy_60pct,88.25,0.68,0.7191629715212892
616,correlation_70pct,86.0,0.49,0.7471697955936419
616,correlation_60pct,76.0,0.3,0.4724309903958601
617,accuracy_80pct,95.5,0.88,0.859907149041923
617,accuracy_70pct,91.25,0.76,0.7519489197181561
617,accuracy_60pct,89.0,0.73,0.6710772584730146
617,correlation_70pct,81.25,0.38,0.6184850938477786
617,correlation_60pct,79.5,0.34,0.5481195433963449
618,accuracy_80pct,94.5,0.87,0.8191159440296835
618,accuracy_70pct,93.25,0.83,0.7939947062325041
618,accuracy_60pct,87.75,0.69,0.669090281712619
618,correlation_70pct,81.75,0.41,0.6256413937194448
618,correlation_60pct,80.0,0.39,0.561737894753524
619,accuracy_80pct,93.5,0.83,0.8448393978519149
619,accuracy_70pct,90.75,0.78,0.7220714570333067
619,accuracy_60pct,87.75,0.69,0.6532881191829315
619,correlation_70pct,83.0,0.47,0.6748840572451422
619,correlation_60pct,79.75,0.36,0.5458489623700659
620,accuracy_80pct,92.5,0.84,0.7268918370609028
620,accuracy_70pct,93.0,0.82,0.8114879498616092
620,accuracy_60pct,88.25,0.72,0.6782470704386424
620,correlation_70pct,83.75,0.42,0.6801679714551244
620,correlation_60pct,79.25,0.36,0.48537074485230675
621,accuracy_80pct,94.75,0.84,0.8611677707026693
621,accuracy_70pct,92.5,0.76,0.8201761606296438
621,accuracy_60pct,87.5,0.69,0.5957919981034926
621,correlation_70pct,83.5,0.44,0.6418383489317004
621,correlation_60pct,81.25,0.41,0.5701223215104805
622,accuracy_80pct,92.0,0.85,0.7728964991606572
622,accuracy_70pct,87.5,0.74,0.683924988375321
622,accuracy_60pct,84.75,0.69,0.5766930799125168
622,correlation_70pct,78.75,0.38,0.4952629252098336
622,correlation_60pct,74.25,0.23,0.5145072556840845
623,accuracy_80pct,93.5,0.86,0.8023034161422378
623,accuracy_70pct,91.5,0.77,0.7822623611571663
623,accuracy_60pct,84.75,0.69,0.5078568420955899
623,correlation_70pct,83.5,0.46,0.6976223883947856
623,correlation_60pct,76.25,0.33,0.4357450287449102
624,accuracy_80pct,93.75,0.85,0.7759726019763644
624,accuracy_70pct,91.75,0.79,0.7091309178072147
624,accuracy_60pct,87.25,0.69,0.5535192789067741
624,correlation_70pct,84.75,0.45,0.6552534092100147
624,correlation_60pct,79.5,0.4,0.4355674278257188
625,accuracy_80pct,93.5,0.87,0.8121570620278514
625,accuracy_70pct,87.5,0.74,0.5683579169002888
625,accuracy_60pct,87.0,0.65,0.6564438623414581
625,correlation_70pct,78.75,0.37,0.5341258524140484
625,correlation_60pct,80.5,0.37,0.609351733719813
626,accuracy_80pct,94.5,0.87,0.8425411073922316
626,accuracy_70pct,92.75,0.82,0.8093157464996054
626,accuracy_60pct,85.5,0.66,0.5374366315169836
626,correlation_70pct,81.75,0.41,0.6072091814985658
626,correlation_60pct,76.5,0.3,0.5265605578414454
627,accuracy_80pct,93.75,0.86,0.8011861542147914
627,accuracy_70pct,92.25,0.8,0.7848490138795599
627,accuracy_60pct,84.0,0.67,0.4802386048986283
627,correlation_70pct,84.75,0.49,0.6678778814321052
627,correlation_60pct,80.75,0.44,0.4962324109873335
628,accuracy_80pct,93.75,0.85,0.7883141012795958
628,accuracy_70pct,88.0,0.74,0.5773216774206507
628,accuracy_60pct,86.75,0.71,0.5617603442712896
628,correlation_70pct,83.25,0.42,0.6168089080472644
628,correlation_60pct,80.0,0.38,0.5328951423246301
629,accuracy_80pct,93.75,0.84,0.803476402221927
629,accuracy_70pct,89.25,0.74,0.6380069271453495
629,accuracy_60pct,88.75,0.72,0.6333845632481387
629,correlation_70pct,82.25,0.41,0.6382884993827174
629,correlation_60pct,75.25,0.27,0.45090830853716385
630,accuracy_80pct,92.25,0.84,0.7230473383862632
630,accuracy_70pct,92.0,0.82,0.7552911037660677
630,accuracy_60pct,89.0,0.7,0.7001590217547956
630,correlation_70pct,83.25,0.43,0.6730998907890309
630,correlation_60pct,80.25,0.37,0.5913205808015651
631,accuracy_80pct,94.25,0.86,0.8484167703058999
631,accuracy_70pct,91.5,0.82,0.7457514959550156
631,accuracy_60pct,87.5,0.69,0.6589410596610317
631,correlation_70pct,83.75,0.43,0.7334557477159758
631,correlation_60pct,78.75,0.33,0.5735030372914889
632,accuracy_80pct,94.25,0.84,0.8497447188716575
632,accuracy_70pct,91.25,0.78,0.7377333147446984
632,accuracy_60pct,88.75,0.72,0.6453034823344656
632,correlation_70pct,82.75,0.42,0.6727329675402511
632,correlation_60pct,78.75,0.35,0.5482449067483923
633,accuracy_80pct,94.0,0.86,0.8432458665506787
633,accuracy_70pct,93.5,0.8,0.8292762674757882
633,accuracy_60pct,85.5,0.67,0.5161866957292636
633,correlation_70pct,83.0,0.4,0.6674459388318622
633,correlation_60pct,80.25,0.37,0.5560345702571587
634,accuracy_80pct,94.25,0.87,0.8042891352508894
634,accuracy_70pct,90.5,0.75,0.7367074169279492
634,accuracy_60pct,89.25,0.7,0.6723225446138803
634,correlation_70pct,82.0,0.38,0.6394532981076407
634,correlation_60pct,78.25,0.34,0.5017425415491746
635,accuracy_80pct,93.75,0.86,0.7095672972782798
635,accuracy_70pct,91.0,0.78,0.6384515591300025
635,accuracy_60pct,86.5,0.66,0.5007649662825963
635,correlation_70pct,85.75,0.5,0.6524669297972316
635,correlation_60pct,83.0,0.46,0.5521435002403757
636,accuracy_80pct,96.25,0.91,0.8807062455789966
636,accuracy_70pct,89.75,0.76,0.6647757090622337
636,accuracy_60pct,86.25,0.66,0.6148231657747487
636,correlation_70pct,83.25,0.44,0.6225081452515561
636,correlation_60pct,74.5,0.23,0.3858532895632769
637,accuracy_80pct,93.0,0.83,0.7724109698692444
637,accuracy_70pct,92.25,0.81,0.7506789825847537
637,accuracy_60pct,85.25,0.7,0.49608570455402695
637,correlation_70pct,84.25,0.53,0.5985975583380099
637,correlation_60pct,82.0,0.43,0.6275687965604347
638,accuracy_80pct,91.75,0.81,0.730575155155265
638,accuracy_70pct,90.75,0.79,0.6984499606811245
638,accuracy_60pct,86.0,0.7,0.4904204246212113
638,correlation_70pct,84.5,0.48,0.6901585961823739
638,correlation_60pct,78.0,0.34,0.5208742048964736
639,accuracy_80pct,92.5,0.83,0.7820486006889842
639,accuracy_70pct,89.0,0.76,0.7192482827076534
639,accuracy_60pct,87.0,0.7,0.6843340409406679
639,correlation_70pct,81.0,0.4,0.6672859242583254
639,correlation_60pct,78.75,0.36,0.6068408867522181
640,accuracy_80pct,92.25,0.83,0.7205550041354317
640,accuracy_70pct,89.75,0.8,0.6367498443435053
640,accuracy_60pct,87.25,0.68,0.5544869849877656
640,correlation_70pct,81.25,0.35,0.6580543695598803
640,correlation_60pct,78.75,0.37,0.479295171590843
641,accuracy_80pct,94.25,0.86,0.8111678241759616
641,accuracy_70pct,88.25,0.75,0.6150382852467595
641,accuracy_60pct,85.75,0.66,0.5386584059743612
641,correlation_70pct,79.5,0.39,0.5507886282440594
641,correlation_60pct,79.25,0.37,0.5557162432945176
642,accuracy_80pct,95.0,0.84,0.891675011983647
642,accuracy_70pct,91.75,0.79,0.7884880922062524
642,accuracy_60pct,87.25,0.72,0.6331162700334616
642,correlation_70pct,76.75,0.37,0.4449566897667378
642,correlation_60pct,81.75,0.42,0.6100817948731494
643,accuracy_80pct,94.75,0.85,0.8441793982429778
643,accuracy_70pct,91.75,0.78,0.7810645615183184
643,accuracy_60pct,86.5,0.69,0.5029818989881046
643,correlation_70pct,83.0,0.43,0.6292917445159061
643,correlation_60pct,80.5,0.4,0.5830462453473094
644,accuracy_80pct,93.0,0.84,0.8124539651256033
644,accuracy_70pct,89.5,0.74,0.7424373159923768
644,accuracy_60pct,85.75,0.71,0.5736100223486965
644,correlation_70pct,84.0,0.44,0.7045585376270509
644,correlation_60pct,79.75,0.39,0.5296108501979291
645,accuracy_80pct,92.25,0.84,0.7251405292815142
645,accuracy_70pct,90.5,0.77,0.7272804520350814
645,accuracy_60pct,89.5,0.72,0.7230648027722762
645,correlation_70pct,84.75,0.47,0.6782022281083647
645,correlation_60pct,79.0,0.34,0.5112291801983386
646,accuracy_80pct,94.25,0.88,0.7849109055949001
646,accuracy_70pct,89.75,0.74,0.7201531715297151
646,accuracy_60pct,87.5,0.72,0.6287239347036642
646,correlation_70pct,83.25,0.46,0.6247930098347848
646,correlation_60pct,77.75,0.34,0.49475590833253524
647,accuracy_80pct,93.75,0.85,0.8200757181617888
647,accuracy_70pct,89.25,0.76,0.6118974465147272
647,accuracy_60pct,91.0,0.74,0.7386506309928043
647,correlation_70pct,83.5,0.47,0.6197265197148278
647,correlation_60pct,78.25,0.36,0.4346095246606137
648,accuracy_80pct,94.5,0.86,0.8298830348153018
648,accuracy_70pct,93.25,0.82,0.800504876618936
648,accuracy_60pct,86.25,0.71,0.5368693705405744
648,correlation_70pct,81.75,0.39,0.6975396929114058
648,correlation_60pct,79.0,0.34,0.5711912821725683
649,accuracy_80pct,93.75,0.85,0.8327742058562451
649,accuracy_70pct,88.0,0.74,0.6221815021975484
649,accuracy_60pct,86.0,0.69,0.5779592815221517
649,correlation_70pct,81.5,0.41,0.6260506185849931
649,correlation_60pct,76.5,0.31,0.45817682369184637
650,accuracy_80pct,91.75,0.83,0.7370205841937388
650,accuracy_70pct,91.0,0.79,0.7529972483257268
650,accuracy_60pct,89.0,0.71,0.6851485219939653
650,correlation_70pct,83.5,0.47,0.6217774195513703
650,correlation_60pct,79.75,0.39,0.5198029272718192
651,accuracy_80pct,94.25,0.86,0.7870761474578717
651,accuracy_70pct,91.25,0.78,0.7385502506448729
651,accuracy_60pct,87.0,0.67,0.5406038218904107
651,correlation_70pct,83.0,0.42,0.5462825009302339
651,correlation_60pct,79.0,0.35,0.5822903520540158
652,accuracy_80pct,94.0,0.87,0.7983582242539322
652,accuracy_70pct,91.0,0.77,0.7480160353165952
652,accuracy_60pct,87.25,0.69,0.6449419316505698
652,correlation_70pct,83.5,0.49,0.6650830208972283
652,correlation_60pct,78.0,0.34,0.4905391270834702
653,accuracy_80pct,94.25,0.82,0.8474224008437653
653,accuracy_70pct,91.5,0.8,0.7453866810611618
653,accuracy_60pct,85.75,0.65,0.5258532774130865
653,correlation_70pct,85.0,0.53,0.6811915337355626
653,correlation_60pct,78.25,0.33,0.4454438055241224
654,accuracy_80pct,93.75,0.84,0.8356354769932915
654,accuracy_70pct,92.0,0.78,0.8149335085774733
654,accuracy_60pct,88.5,0.72,0.690363207158004
654,correlation_70pct,83.25,0.44,0.6372823497495469
654,correlation_60pct,79.5,0.37,0.5624804814798285
655,accuracy_80pct,92.25,0.84,0.8001148607235549
655,accuracy_70pct,90.5,0.77,0.7366504401808553
655,accuracy_60pct,85.75,0.69,0.6176865821211437
655,correlation_70pct,81.5,0.42,0.609984417442982
655,correlation_60pct,75.25,0.34,0.3474437173855003
656,accuracy_80pct,92.5,0.84,0.7557714499523438
656,accuracy_70pct,89.5,0.75,0.7087711379849709
656,accuracy_60pct,87.75,0.74,0.602111352961892
656,correlation_70pct,83.25,0.42,0.6652560040691767
656,correlation_60pct,77.25,0.26,0.5057664030596183
657,accuracy_80pct,95.75,0.89,0.8654154490900681
